canonical_model_key,family,provider,model_name_raw,downloads_canonical_rep,package_downloads_total,package_repo_count,providers_set,families_set,packagings_set,quant_set,unaligned,params
gemma-2-9b-it-abliterated-k-l,none,quantfactory,gemma-2-9b-it-abliterated-gguf,34,34,1,['quantfactory'],['none'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-2-9b-it-abliterated-untied,gemma,touchnight,gemma-2-abliterated-ifable-9b-untied,2,2,2,['touchnight'],['gemma'],"['pt', 'safetensors']",[''],True,
gemma-2-9b-it-abliterated-xs,none,richarderkhov,ilyagusev_-_gemma-2-9b-it-abliterated-gguf,57,57,1,['richarderkhov'],['none'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-2-9b-it-uncensored-delmat,gemma,mradermacher,gemma-2-9b-it-uncensored-delmat-gguf,154,296,2,['mradermacher'],['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-2-9b-it-with-deeper-safety-alignment-xs,none,richarderkhov,unispac_-_gemma-2-9b-it-with-deeper-safety-alignment-gguf,26,26,1,['richarderkhov'],['none'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",False,
gemma-2-9b-uncensored,gemma,mradermacher,gemma-2-9b-uncensored-i1-gguf,331,565,2,['mradermacher'],['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-2-abliterated-ifable-9b,gemma,mradermacher,gemma-2-abliterated-ifable-9b-gguf,101,201,3,"['mradermacher', 'touchnight']",['gemma'],"['gguf', 'gguf-my-repo', 'llama-cpp']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-2-abliterated-ifable-9b-untied,gemma,mradermacher,gemma-2-abliterated-ifable-9b-untied-i1-gguf,436,541,3,"['mradermacher', 'touchnight']",['gemma'],"['gguf', 'gguf-my-repo', 'llama-cpp']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-2-ataraxy-9b-abliterated,gemma,mantis2024,dirty-shirley-writer-v0-abliterated,5,5,1,['mantis2024'],['gemma'],['safetensors'],[''],True,
gemma-2-ifable-9b,gemma,nkpz,gemma-2-ifable-9b-uncensored-delmat,3,3,1,['nkpz'],['gemma'],['safetensors'],[''],True,
gemma-2-ifable-9b-abliteration-improved,gemma,prunaai,kabachuha-gemma-2-ifable-9b-abliteration-improved-bnb-8bit-smashed,1,1,1,['prunaai'],['gemma'],['safetensors'],[''],False,
gemma-2-ifable-9b-uncensored-delmat,gemma,mradermacher,gemma-2-ifable-9b-uncensored-delmat-i1-gguf,502,739,2,['mradermacher'],['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-2-ifable-9b-untied,gemma,touchnight,gemma-2-ifable-abliterated-9b-untied,36,36,1,['touchnight'],['gemma'],['safetensors'],[''],True,
gemma-2-ifable-abliterated-9b-untied,gemma,mradermacher,gemma-2-ifable-abliterated-9b-untied-i1-gguf,126,248,4,"['hailjebus', 'mradermacher', 'touchnight']",['gemma'],"['gguf', 'gguf-my-repo', 'llama-cpp']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-2-jailbreak,none,masabanees619,gemma-2-2b_jailbreak-gguf,127,127,1,['masabanees619'],['none'],['gguf'],[''],False,
gemma-2b,gemma,baidicoot,gemma-2b-jailbreak-rm,2,4,2,"['baidicoot', 'reza-madani']",['gemma'],"['bin', 'pt', 'pth', 'safetensors']",[''],False,
gemma-2b-bnb,gemma,jeiku,gemma_freedomrp_512_lora,2,2,1,['jeiku'],['gemma'],"['pt', 'safetensors']",[''],False,
gemma-2b-it,gemma,mitkox,gemma-2b-dpo-uncensored-4bit,1515,1519,3,"['aleereza', 'apaul1', 'mitkox']",['gemma'],"['bin', 'pt', 'safetensors']",[''],True,
gemma-3-12b-it,gemma,lucyknada,mlabonne_gemma-3-12b-it-abliterated-exl2,4,8088,9,"['huihui-ai', 'lucyknada', 'mlabonne', 'oncu', 'toastypigeon']",['gemma'],"['bin', 'gguf', 'safetensors']","['bf16', 'fp16', 'q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-12b-it-abliterated,gemma,mradermacher,gemma-3-12b-it-abliterated-i1-gguf,3272,7058,25,"['asa123ss', 'bartowski', 'bobwu', 'calmstate', 'dievnquisher', 'irmma', 'jeffcookio', 'matrixportal', 'matrixportalx', 'mradermacher', 'otakadelic', 'paramedik', 'triangle104', 'wqerrewetw']",['gemma'],"['gguf', 'gguf-my-repo', 'llama-cpp', 'pt', 'safetensors']","['bf16', 'q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-12b-it-abliterated-but-attn-k-is,none,georgyguf,gemma-3-12b-it-abliterated.q8-but-attn_k-is-bf16.gguf,20,20,1,['georgyguf'],['none'],['gguf'],"['bf16', 'q8']",True,
gemma-3-12b-it-abliterated-v2,gemma,mlabonne,gemma-3-12b-it-abliterated-v2-gguf,27916,30488,16,"['akashgoel-id', 'devquasar', 'mlabonne', 'mradermacher', 'synergy-float', 'tensorblock', 'triangle104', 'vd1990']",['gemma'],"['gguf', 'gguf-my-repo', 'llama-cpp', 'pt', 'safetensors']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-12b-it-qat-0-unquantized,gemma,mlabonne,gemma-3-12b-it-qat-abliterated-gguf,425,441,2,['mlabonne'],['gemma'],"['gguf', 'safetensors']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-12b-it-qat-abliterated,gemma,mradermacher,gemma-3-12b-it-qat-abliterated-i1-gguf,899,1302,3,"['mradermacher', 'tensorblock']",['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-12b-it-uncensored,gemma,mradermacher,gemma-3-12b-it-uncensored-gguf,2957,3786,2,['mradermacher'],['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-12b-it-unsloth-bnb,gemma,cshavi,de-alignment_gemma-3-12b-8b-48k,0,0,1,['cshavi'],['gemma'],"['pt', 'safetensors']",[''],False,
gemma-3-1b,gemma,kalschi,gemma3-three-kingdoms-jailbreak-20250331-epochs-1,0,0,4,['kalschi'],['gemma'],"['bin', 'pt', 'safetensors']",[''],False,
gemma-3-1b-abliterated,gemma,mradermacher,gemma-3-1b-pt-abliterated-gguf,63,71,2,"['cyvyhvyyv', 'mradermacher']",['gemma'],"['gguf', 'gguf-my-repo', 'llama-cpp', 'pt']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-1b-it,gemma,huihui-ai,gemma-3-1b-it-abliterated,1754,1966,4,"['huihui-ai', 'lunahr', 'mlabonne', 'prithivmlmods']",['gemma'],['safetensors'],[''],True,
gemma-3-1b-it-abliterated,gemma,mradermacher,gemma-3-1b-it-abliterated-i1-gguf,2689,8073,29,"['bartowski', 'cyvyhvyyv', 'erichartford', 'huihui-ai', 'luisz21', 'matrixportal', 'matrixportalx', 'maziyarpanahi', 'mlx-community', 'mradermacher', 'numen-tech', 'oskarraszkiewicz', 'otakadelic', 'tensorblock', 'triangle104']",['gemma'],"['bin', 'gguf', 'gguf-my-repo', 'llama-cpp', 'safetensors']","['bf16', 'fp16', 'q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-1b-it-abliterated-grpo,gemma,mradermacher,gemma-3-1b-it-abliterated-grpo-gguf,101,144,2,"['mradermacher', 'novaciano']",['gemma'],"['gguf', 'gguf-my-repo', 'llama-cpp']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-1b-it-abliterated-k,none,zeroww,gemma-3-1b-it-abliterated-gguf,53,53,1,['zeroww'],['none'],['gguf'],"['q4', 'q5', 'q6', 'q8']",True,
gemma-3-1b-it-abliterated-v2,gemma,mradermacher,gemma-3-1b-it-abliterated-v2-gguf,120,156,2,"['devquasar', 'mradermacher']",['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-1b-it-qat-0-unquantized,gemma,mlabonne,gemma-3-1b-it-qat-abliterated-gguf,370,411,2,['mlabonne'],['gemma'],"['gguf', 'safetensors']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-1b-it-qat-abliterated,gemma,mradermacher,gemma-3-1b-it-qat-abliterated-gguf,113,190,3,"['kenonix', 'mradermacher']",['gemma'],"['gguf', 'gguf-my-repo', 'llama-cpp']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-270m,gemma,pixasocial,survival-uncensored-gemma-270m,3502,3502,1,['pixasocial'],['gemma'],"['bin', 'gguf', 'safetensors']",['q8'],True,
gemma-3-270m-it,gemma,huihui-ai,huihui-gemma-3-270m-it-abliterated,299,412,2,"['huihui-ai', 'pixasocial']",['gemma'],"['bin', 'gguf', 'pt', 'safetensors']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-27b-it,gemma,lucyknada,mlabonne_gemma-3-27b-it-abliterated-exl2,7,33396,9,"['huihui-ai', 'lucyknada', 'mlabonne', 'thecluster']",['gemma'],"['gguf', 'safetensors']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-27b-it-abliterated,gemma,kooten,gemma-3-27b-it-abliterated-exl2,3,13268,41,"['aimeri', 'bartowski', 'cgifbribcgfbi', 'cyberfreak9', 'darkc0de', 'fentible', 'harry989', 'impulse2000', 'knutjaegersberg', 'kooten', 'kyungyong', 'lucy-in-the-sky', 'lynnea1517', 'metaphoricalcode', 'mradermacher', 'novnovikov', 'osxest', 'recouper', 'sistabossen', 'spongeengine', 'summykai', 'triangle104']",['gemma'],"['bin', 'gguf', 'gguf-my-repo', 'llama-cpp', 'pt', 'safetensors']","['bf16', 'q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-27b-it-abliterated-k-xl,none,fentible,gemma-3-27b-it-abliterated-q8_k_xl-gguf,214,214,1,['fentible'],['none'],['gguf'],['q8'],True,
gemma-3-27b-it-abliterated-v2,gemma,mradermacher,gemma-3-27b-it-abliterated-v2-gguf,1186,2659,4,"['devquasar', 'mradermacher', 'vd1990']",['gemma'],"['gguf', 'safetensors']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-27b-it-qat-0-unquantized,gemma,mlabonne,gemma-3-27b-it-qat-abliterated-gguf,751,859,2,['mlabonne'],['gemma'],"['gguf', 'safetensors']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-27b-it-qat-abliterated,gemma,mradermacher,gemma-3-27b-it-qat-abliterated-i1-gguf,1203,1381,2,['mradermacher'],['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-27b-it-uncensored,gemma,artusdev,braindao_gemma-3-27b-it-uncensored-exl3,5,1915,4,"['artusdev', 'eec2', 'mradermacher']",['gemma'],"['gguf', 'gguf-my-repo', 'llama-cpp']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-4b-abliterated,gemma,mradermacher,gemma-3-4b-abliterated-gguf,164,164,1,['mradermacher'],['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-4b-it,gemma,lucyknada,mlabonne_gemma-3-4b-it-abliterated-exl2,3,10295,9,"['davidau', 'drwlf', 'huihui-ai', 'kabachuha', 'lucyknada', 'matrixportalx', 'mlabonne']",['gemma'],"['gguf', 'safetensors']","['fp16', 'q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-4b-it-abliterated,gemma,mradermacher,gemma-3-4b-it-abliterated-i1-gguf,2664,7271,30,"['bartowski', 'fentible', 'ivnsfn', 'jeiku', 'kfjjdjdjdhdhd', 'ldostadi', 'matrixportal', 'mlx-community', 'mradermacher', 'mshojaei77', 'otakadelic', 'pegasus912', 'snowflash383935', 'tinybiggames', 'triangle104', 'wqerrewetw']",['gemma'],"['gguf', 'gguf-my-repo', 'llama-cpp', 'safetensors']","['bf16', 'q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-4b-it-abliterated-k,none,zeroww,gemma-3-4b-it-abliterated-gguf,120,120,1,['zeroww'],['none'],['gguf'],"['q4', 'q5', 'q6', 'q8']",True,
gemma-3-4b-it-abliterated-v1,gemma,kfjjdjdjdhdhd,gemma-3-4b-it-abliterated_v1-q2_k-gguf,9,9,1,['kfjjdjdjdhdhd'],['gemma'],"['gguf', 'gguf-my-repo', 'llama-cpp']",['q2'],True,
gemma-3-4b-it-abliterated-v2,gemma,mlabonne,gemma-3-4b-it-abliterated-v2-gguf,1807,2506,5,"['devquasar', 'mlabonne', 'mradermacher', 'tensorblock']",['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-4b-it-qat-0-unquantized,gemma,mlabonne,gemma-3-4b-it-qat-abliterated-gguf,157,232,3,"['aifeifei798', 'mlabonne']",['gemma'],"['gguf', 'safetensors']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-4b-it-qat-abliterated,gemma,mradermacher,gemma-3-4b-it-qat-abliterated-i1-gguf,349,518,2,['mradermacher'],['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-4b-it-qat-quantized-inference-unrestricted-weights-only-sf,gemma,jnjj,gemma-3-4b-it-qat-int4-quantized-inference-unrestricted-weights-only-sf-q2_k-gguf,71,71,1,['jnjj'],['gemma'],"['gguf', 'gguf-my-repo', 'llama-cpp']","['int4', 'q2']",True,
gemma-3-4b-it-qat-unsloth-bnb,gemma,aifeifei798,roleplayer-actor-lora,6,6,1,['aifeifei798'],['gemma'],"['bin', 'pt', 'pth', 'safetensors']",[''],False,
gemma-3-4b-it-uncensored,gemma,mradermacher,gemma-3-4b-it-uncensored-gguf,427,729,2,['mradermacher'],['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-4b-it-uncensored-dbl-x,gemma,davidau,gemma-3-it-4b-uncensored-dbl-x-gguf,8009,14171,12,"['davidau', 'mradermacher', 'tcpipuk', 'triangle104']",['gemma'],"['gguf', 'gguf-my-repo', 'llama-cpp']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-4b-it-uncensored-v2,gemma,mradermacher,gemma-3-4b-it-uncensored-v2-gguf,302,563,2,['mradermacher'],['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-4b-novision,gemma,lunahr,gemma-3-4b-abliterated,6,6,1,['lunahr'],['gemma'],['safetensors'],[''],True,
gemma-3-4b-persian-v0-abliterated,gemma,mradermacher,gemma-3-4b-persian-v0-abliterated-gguf,1314,1327,2,"['mradermacher', 'mshojaei77']",['gemma'],"['gguf', 'gguf-my-repo', 'llama-cpp']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3-glitter-4b-uncensored,gemma,mradermacher,gemma-3-glitter-4b-uncensored-gguf,355,668,2,['mradermacher'],['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-3n-e2b-it,gemma,huihui-ai,huihui-gemma-3n-e2b-it-abliterated,55,55,1,['huihui-ai'],['gemma'],"['pt', 'safetensors']",[''],True,
gemma-3n-e4b-it,gemma,huihui-ai,huihui-gemma-3n-e4b-it-abliterated,152,152,1,['huihui-ai'],['gemma'],"['pt', 'safetensors']",[''],True,
gemma-7b-it,gemma,kingabzpro,gemma-7b-it-v1-role-play,7,13,2,['kingabzpro'],['gemma'],"['pt', 'safetensors']",[''],False,
gemma-bloom-2-9b-it,gemma,nkpz,gemma-bloom-2-9b-it-uncensored-delmat,3,3,1,['nkpz'],['gemma'],['safetensors'],[''],True,
gemma-bloom-2-9b-it-uncensored-delmat,gemma,mradermacher,gemma-bloom-2-9b-it-uncensored-delmat-gguf,171,310,2,['mradermacher'],['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-roleplay,gemma,mradermacher,gemma-roleplay-i1-gguf,215,248,2,['mradermacher'],['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",False,
gemma-the-writer-n-restless-quill-10b-d-au,none,roleplaiapp,gemma-the-writer-n-restless-quill-10b-uncensored-q8_0-gguf,5,5,1,['roleplaiapp'],['none'],"['gguf', 'llama-cpp']",['q8'],True,
gemma-the-writer-n-restless-quill-10b-d-au-xs,none,roleplaiapp,gemma-the-writer-n-restless-quill-10b-uncensored-iq4_xs-gguf,5,5,1,['roleplaiapp'],['none'],"['gguf', 'llama-cpp']",['q4'],True,
gemma-the-writer-n-restless-quill-10b-uncensored,gemma,davidau,gemma-the-writer-n-restless-quill-10b-uncensored-gguf,15557,16282,3,"['davidau', 'mradermacher']",['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma-the-writer-n-restless-quill-v2-enhanced32-10b-uncensored,gemma,davidau,gemma-the-writer-n-restless-quill-v2-enhanced32-10b-uncensored-gguf,856,1865,3,"['davidau', 'mradermacher']",['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma2-2b-spanish-roleplay,gemma,mradermacher,gemma2-2b-spanish-roleplay-gguf,50,50,1,['mradermacher'],['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",False,
gemma2-2b-spanish-roleplay-k-m,model,kukedlc,gemma2-2b-spanish-roleplay-gguf,1063,1063,1,['kukedlc'],['model'],"['gguf', 'safetensors']","['bf16', 'q4', 'q6', 'q8']",False,
gemma2-2b-spanish-roleplay-xs,model,richarderkhov,kukedlc_-_gemma2-2b-spanish-roleplay-gguf,8,8,1,['richarderkhov'],['model'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",False,
gemma2-ifable-abliterated-merge,gemma,mradermacher,gemma2-ifable-abliterated-merge-i1-gguf,123,234,3,"['mradermacher', 'touchnight']",['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma2-magnum-abliterated-27b,gemma,mradermacher,gemma2_magnum_abliterated_27b-i1-gguf,135,234,5,"['mradermacher', 'szilviab']",['gemma'],"['gguf', 'gguf-my-repo', 'llama-cpp']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma3-1b-it-abliterated-v2,gemma,mlabonne,gemma-3-1b-it-abliterated-v2-gguf,381,381,1,['mlabonne'],['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma3-27b-abliterated-dpo,gemma,mradermacher,gemma3-27b-abliterated-dpo-i1-gguf,1698,2881,9,"['metaphoricalcode', 'mradermacher']",['gemma'],"['gguf', 'safetensors']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
gemma3-4b-it-abliterated,gemma,mradermacher,gemma3-4b-it-abliterated-i1-gguf,1316,2479,2,['mradermacher'],['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
genshin-impact-aya-plot-chat-roleplay,none,svjack,genshin_impact_aya_23_8b_v3_plot_chat_roleplay_chat_gguf,1,1,1,['svjack'],['none'],['gguf'],"['q4', 'q8']",False,
genshin-impact-mistral-v3-plot-chat-roleplay-chat-merged,mistral,mradermacher,genshin_impact_mistral_v3_plot_chat_roleplay_chat_merged-gguf,197,197,1,['mradermacher'],['mistral'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",False,
georgesung-llama2-7b-chat-uncensored-bnb-smashed,llama,prunaai,georgesung-llama2_7b_chat_uncensored-bnb-4bit-smashed,5,5,1,['prunaai'],['llama'],['safetensors'],[''],True,
georgesung-llama2-7b-chat-uncensored-hqq-1bit-smashed,llama,prunaai,georgesung-llama2_7b_chat_uncensored-hqq-1bit-smashed,7,7,1,['prunaai'],['llama'],['pt'],[''],True,
georgesung-llama2-7b-chat-uncensored-hqq-smashed,llama,prunaai,georgesung-llama2_7b_chat_uncensored-hqq-4bit-smashed,9,9,1,['prunaai'],['llama'],['pt'],[''],True,
georgesung-llama2-7b-chat-uncensored-quanto-int8bit-smashed,none,prunaai,georgesung-llama2_7b_chat_uncensored-quanto-int8bit-smashed,2,2,1,['prunaai'],['none'],[''],['int8'],True,
georgesung-open-llama-7b-qlora-uncensored-k-l,none,maddes8cht,georgesung-open_llama_7b_qlora_uncensored-gguf,95,95,1,['maddes8cht'],['none'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
ggml-ehartford-wizardlm-uncensored-falcon-40b-k-l,none,maddes8cht,ehartford-wizardlm-uncensored-falcon-40b-gguf,562,562,1,['maddes8cht'],['none'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
ggml-ehartford-wizardlm-uncensored-falcon-7b,none,maddes8cht,ehartford-wizardlm-uncensored-falcon-7b-gguf,355,355,1,['maddes8cht'],['none'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
ggml-llama-3-8b-instruct-bluemoon-freedom-rp,none,dogge,llama-3-8b-instruct-bluemoon-freedom-rp-q8_0,4,4,1,['dogge'],['none'],['gguf'],['q8'],False,
ggml-llama-3-8b-instruct-bluemoon-freedom-rp-k-m,none,dogge,llama-3-8b-instruct-bluemoon-freedom-rp-q4_k_m,7,7,1,['dogge'],['none'],['gguf'],['q4'],False,
ggml-model-f16,none,failspy,kappa-3-phi-3-4k-instruct-abliterated-gguf,29,29,1,['failspy'],['none'],['gguf'],[''],True,
gigachat-20b-a3b-instruct-v1-5-abliterated,gigachat,mradermacher,gigachat-20b-a3b-instruct-v1.5-abliterated-i1-gguf,1136,1436,2,['mradermacher'],['gigachat'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
glm-4-1v-9b-thinking,glm,huihui-ai,huihui-glm-4.1v-9b-thinking-abliterated,163,163,1,['huihui-ai'],['glm'],['safetensors'],[''],True,
glm-4-32b-0414,glm,huihui-ai,glm-4-32b-0414-abliterated,4,4,1,['huihui-ai'],['glm'],['safetensors'],[''],True,
glm-4-32b-0414-abliterated,glm,devquasar,huihui-ai.glm-4-32b-0414-abliterated-gguf,4461,5413,10,"['cobra4687', 'cs2764', 'devquasar', 'drmcbride', 'matatonic', 'merlinoz11', 'mradermacher']",['glm'],"['gguf', 'gguf-my-repo', 'llama-cpp']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
glm-4-5-air,glm,huihui-ai,huihui-glm-4.5-air-abliterated-gguf,5202,5274,2,"['huihui-ai', 'tachyphylaxis']",['glm'],['gguf'],"['q3', 'q4']",True,
glm-4-5v,glm,huihui-ai,huihui-glm-4.5v-abliterated,94,94,1,['huihui-ai'],['glm'],['safetensors'],[''],True,
glm-4-9b-0414,glm,huihui-ai,glm-4-9b-0414-abliterated,3,3,1,['huihui-ai'],['glm'],['safetensors'],[''],True,
glm-4-9b-0414-abliterated,glm,apel-sin,glm-4-9b-0414-abliterated-exl2,0,1032,14,"['apel-sin', 'cs2764', 'devquasar', 'drmcbride', 'irmma', 'jfiekdjdk', 'melvin56', 'triangle104']",['glm'],"['gguf', 'gguf-my-repo', 'llama-cpp']","['bf16', 'q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
glm-4-9b-chat,glm,quantfactory,glm-4-9b-chat-abliterated-gguf,143,157,2,"['byroneverson', 'quantfactory']",['glm'],"['gguf', 'pt', 'safetensors']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
glm-4-9b-chat-abliterated,glm,bartowski,glm-4-9b-chat-abliterated-gguf,886,1563,5,"['bartowski', 'byroneverson', 'genevera', 'mradermacher']",['glm'],"['gguf', 'gguf-my-repo', 'llama-cpp']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
glm-4-9b-chat-abliterated-xs,none,richarderkhov,byroneverson_-_glm-4-9b-chat-abliterated-gguf,52,52,1,['richarderkhov'],['none'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
glm-z1-32b-0414-abliterated,glm,mradermacher,glm-z1-32b-0414-abliterated-i1-gguf,538,755,2,['mradermacher'],['glm'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
glm-z1-9b-0414,glm,melvin56,glm-z1-9b-0414-abliterated-gguf,113,115,2,"['huihui-ai', 'melvin56']",['glm'],"['gguf', 'safetensors']","['bf16', 'q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
glm-z1-9b-0414-abliterated,glm,mlx-community,glm-z1-9b-0414-abliterated-6bit,61,227,12,"['cs2764', 'devquasar', 'irmma', 'jfiekdjdk', 'mlx-community', 'triangle104']",['glm'],"['gguf', 'gguf-my-repo', 'llama-cpp', 'safetensors']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
global-step-120-extra-state-world-size-32-rank-10,none,svrl,ablation-data-nofilter_svrl-ablation-nofil_qwen3-4b-base,0,0,1,['svrl'],['none'],['pt'],[''],False,
global-step-140-model-00001-of-00012,none,svrl,verl-scalable-0320_batch768_clipratio0.3_qwen2.5-14b_v2-qrevised-mathonly-nos-filter0-filter8,0,0,1,['svrl'],['none'],['safetensors'],[''],False,
global-step-160-extra-state-world-size-24-rank-10,none,svrl,verl-scalable-0315_batch768_qwen2.5-14b_verl-reasoning-data-v2-qrevised-mathonly-nos-filter0,0,0,1,['svrl'],['none'],"['pt', 'safetensors']",[''],False,
global-step-160-model-00001-of-00012,none,svrl,verl-scalable-0320_batch768_c0.3_qwen2.5-14b_-qrevised-mathonly-nos-filter0-40len-reduceexp,0,0,1,['svrl'],['none'],['safetensors'],[''],False,
global-step-200-model-00001-of-00007,none,svrl,verl-scalable-math-only-0402_batch768_c0.3_qwen2.5-7b_v2-qrevised-mathonly-nos-filter0-filter8,0,0,1,['svrl'],['none'],['safetensors'],[''],False,
global-step-200-model-00001-of-00012,none,svrl,verl-scalable-math-only-0402_batch768_c0.3_qwen2.5-14b_v2-qrevised-mathonly-nos-filter0-filter8,0,0,1,['svrl'],['none'],['safetensors'],[''],False,
gmail-agent,none,freedomkwok,gmail_agent,0,0,1,['freedomkwok'],['none'],[''],[''],False,
gpt-j-6b,gpt,rezeil,roleplaylol,0,0,1,['rezeil'],['gpt'],['pt'],[''],False,
gpt-oss-120b,gpt,huihui-ai,huihui-gpt-oss-120b-bf16-abliterated,1141,1341,3,"['huihui-ai', 'huizimao']",['gpt'],"['gguf', 'pt', 'safetensors']","['bf16', 'q4', 'q8']",True,
gpt-oss-120b-uncensored,gpt,bartowski,huizimao_gpt-oss-120b-uncensored-bf16-gguf,24048,24372,2,"['bartowski', 'mradermacher']",['gpt'],"['gguf', 'pt']","['bf16', 'q2', 'q3', 'q4', 'q5', 'q6']",True,
gpt-oss-120b-uncensored-mxfp4,gpt,nightmedia,huizimao-gpt-oss-120b-uncensored-mxfp4-q5-hi-mlx,850,2078,3,['nightmedia'],['gpt'],"['pt', 'safetensors']","['q4', 'q5', 'q6']",True,
gpt-oss-20b,gpt,guilherme34,gpt-oss-uncensored-20b-gguf,1188,2893,5,"['guilherme34', 'huihui-ai', 'huizimao', 'win10']",['gpt'],"['gguf', 'pt', 'safetensors']","['bf16', 'q3', 'q4', 'q8']",True,
gpt-oss-20b-k-m,none,drwhall,jinx-gpt-oss-20b-uncensored-gguf,52,52,1,['drwhall'],['none'],"['gguf', 'pt']",['q4'],True,
